PING 10.0.0.2 (10.0.0.2) 56(84) bytes of data.
64 bytes from 10.0.0.2: icmp_seq=1108 ttl=64 time=62.4 ms
64 bytes from 10.0.0.2: icmp_seq=1109 ttl=64 time=73.8 ms
64 bytes from 10.0.0.2: icmp_seq=1110 ttl=64 time=93.5 ms
64 bytes from 10.0.0.2: icmp_seq=1111 ttl=64 time=0.226 ms
64 bytes from 10.0.0.2: icmp_seq=1112 ttl=64 time=224 ms
64 bytes from 10.0.0.2: icmp_seq=1113 ttl=64 time=234 ms
64 bytes from 10.0.0.2: icmp_seq=1114 ttl=64 time=357 ms
64 bytes from 10.0.0.2: icmp_seq=1115 ttl=64 time=482 ms
64 bytes from 10.0.0.2: icmp_seq=1116 ttl=64 time=645 ms
64 bytes from 10.0.0.2: icmp_seq=1117 ttl=64 time=733 ms
64 bytes from 10.0.0.2: icmp_seq=1118 ttl=64 time=859 ms
64 bytes from 10.0.0.2: icmp_seq=1119 ttl=64 time=1036 ms
64 bytes from 10.0.0.2: icmp_seq=1120 ttl=64 time=1027 ms
64 bytes from 10.0.0.2: icmp_seq=1121 ttl=64 time=1285 ms
64 bytes from 10.0.0.2: icmp_seq=1122 ttl=64 time=1226 ms
64 bytes from 10.0.0.2: icmp_seq=1123 ttl=64 time=1125 ms
64 bytes from 10.0.0.2: icmp_seq=1124 ttl=64 time=1021 ms
64 bytes from 10.0.0.2: icmp_seq=1125 ttl=64 time=921 ms
64 bytes from 10.0.0.2: icmp_seq=1126 ttl=64 time=818 ms
64 bytes from 10.0.0.2: icmp_seq=1127 ttl=64 time=717 ms
64 bytes from 10.0.0.2: icmp_seq=1128 ttl=64 time=614 ms
64 bytes from 10.0.0.2: icmp_seq=1129 ttl=64 time=516 ms
64 bytes from 10.0.0.2: icmp_seq=1130 ttl=64 time=416 ms
64 bytes from 10.0.0.2: icmp_seq=1131 ttl=64 time=344 ms
64 bytes from 10.0.0.2: icmp_seq=1132 ttl=64 time=435 ms
64 bytes from 10.0.0.2: icmp_seq=1133 ttl=64 time=409 ms
64 bytes from 10.0.0.2: icmp_seq=1134 ttl=64 time=371 ms
64 bytes from 10.0.0.2: icmp_seq=1135 ttl=64 time=361 ms
64 bytes from 10.0.0.2: icmp_seq=1136 ttl=64 time=359 ms
64 bytes from 10.0.0.2: icmp_seq=1137 ttl=64 time=341 ms
64 bytes from 10.0.0.2: icmp_seq=1138 ttl=64 time=336 ms
64 bytes from 10.0.0.2: icmp_seq=1139 ttl=64 time=382 ms
64 bytes from 10.0.0.2: icmp_seq=1140 ttl=64 time=352 ms
64 bytes from 10.0.0.2: icmp_seq=1141 ttl=64 time=357 ms
64 bytes from 10.0.0.2: icmp_seq=1142 ttl=64 time=371 ms
64 bytes from 10.0.0.2: icmp_seq=1143 ttl=64 time=367 ms
64 bytes from 10.0.0.2: icmp_seq=1144 ttl=64 time=368 ms
64 bytes from 10.0.0.2: icmp_seq=1145 ttl=64 time=360 ms
64 bytes from 10.0.0.2: icmp_seq=1146 ttl=64 time=357 ms
64 bytes from 10.0.0.2: icmp_seq=1147 ttl=64 time=358 ms
64 bytes from 10.0.0.2: icmp_seq=1148 ttl=64 time=357 ms
64 bytes from 10.0.0.2: icmp_seq=1149 ttl=64 time=340 ms
64 bytes from 10.0.0.2: icmp_seq=1150 ttl=64 time=357 ms
64 bytes from 10.0.0.2: icmp_seq=1151 ttl=64 time=361 ms
64 bytes from 10.0.0.2: icmp_seq=1152 ttl=64 time=369 ms
64 bytes from 10.0.0.2: icmp_seq=1153 ttl=64 time=368 ms
64 bytes from 10.0.0.2: icmp_seq=1154 ttl=64 time=322 ms
64 bytes from 10.0.0.2: icmp_seq=1155 ttl=64 time=222 ms
64 bytes from 10.0.0.2: icmp_seq=1156 ttl=64 time=148 ms
64 bytes from 10.0.0.2: icmp_seq=1157 ttl=64 time=94.5 ms
64 bytes from 10.0.0.2: icmp_seq=1158 ttl=64 time=43.7 ms
64 bytes from 10.0.0.2: icmp_seq=1159 ttl=64 time=69.3 ms
64 bytes from 10.0.0.2: icmp_seq=1160 ttl=64 time=74.3 ms
64 bytes from 10.0.0.2: icmp_seq=1161 ttl=64 time=78.3 ms
64 bytes from 10.0.0.2: icmp_seq=1162 ttl=64 time=66.7 ms
64 bytes from 10.0.0.2: icmp_seq=1163 ttl=64 time=83.1 ms
64 bytes from 10.0.0.2: icmp_seq=1164 ttl=64 time=76.2 ms
64 bytes from 10.0.0.2: icmp_seq=1165 ttl=64 time=88.8 ms
64 bytes from 10.0.0.2: icmp_seq=1166 ttl=64 time=66.4 ms
64 bytes from 10.0.0.2: icmp_seq=1167 ttl=64 time=75.5 ms
64 bytes from 10.0.0.2: icmp_seq=1168 ttl=64 time=74.4 ms
64 bytes from 10.0.0.2: icmp_seq=1169 ttl=64 time=0.380 ms
64 bytes from 10.0.0.2: icmp_seq=1170 ttl=64 time=156 ms
64 bytes from 10.0.0.2: icmp_seq=1171 ttl=64 time=272 ms
64 bytes from 10.0.0.2: icmp_seq=1172 ttl=64 time=396 ms
64 bytes from 10.0.0.2: icmp_seq=1173 ttl=64 time=407 ms
64 bytes from 10.0.0.2: icmp_seq=1174 ttl=64 time=549 ms
64 bytes from 10.0.0.2: icmp_seq=1175 ttl=64 time=446 ms
64 bytes from 10.0.0.2: icmp_seq=1176 ttl=64 time=343 ms
64 bytes from 10.0.0.2: icmp_seq=1177 ttl=64 time=242 ms
64 bytes from 10.0.0.2: icmp_seq=1178 ttl=64 time=138 ms
64 bytes from 10.0.0.2: icmp_seq=1179 ttl=64 time=36.3 ms
64 bytes from 10.0.0.2: icmp_seq=1180 ttl=64 time=0.355 ms
64 bytes from 10.0.0.2: icmp_seq=1181 ttl=64 time=0.121 ms
64 bytes from 10.0.0.2: icmp_seq=1182 ttl=64 time=0.362 ms
64 bytes from 10.0.0.2: icmp_seq=1183 ttl=64 time=2.41 ms
64 bytes from 10.0.0.2: icmp_seq=1184 ttl=64 time=0.126 ms
64 bytes from 10.0.0.2: icmp_seq=1185 ttl=64 time=0.578 ms
64 bytes from 10.0.0.2: icmp_seq=1186 ttl=64 time=0.537 ms
64 bytes from 10.0.0.2: icmp_seq=1187 ttl=64 time=0.468 ms
64 bytes from 10.0.0.2: icmp_seq=1188 ttl=64 time=0.208 ms
64 bytes from 10.0.0.2: icmp_seq=1189 ttl=64 time=0.301 ms
64 bytes from 10.0.0.2: icmp_seq=1190 ttl=64 time=0.819 ms
64 bytes from 10.0.0.2: icmp_seq=1191 ttl=64 time=0.137 ms
64 bytes from 10.0.0.2: icmp_seq=1192 ttl=64 time=0.475 ms
64 bytes from 10.0.0.2: icmp_seq=1193 ttl=64 time=0.615 ms
64 bytes from 10.0.0.2: icmp_seq=1194 ttl=64 time=0.499 ms
64 bytes from 10.0.0.2: icmp_seq=1195 ttl=64 time=0.116 ms
64 bytes from 10.0.0.2: icmp_seq=1196 ttl=64 time=0.106 ms
64 bytes from 10.0.0.2: icmp_seq=1197 ttl=64 time=0.422 ms
64 bytes from 10.0.0.2: icmp_seq=1198 ttl=64 time=0.249 ms
64 bytes from 10.0.0.2: icmp_seq=1199 ttl=64 time=0.443 ms
64 bytes from 10.0.0.2: icmp_seq=1200 ttl=64 time=0.375 ms
64 bytes from 10.0.0.2: icmp_seq=1201 ttl=64 time=0.171 ms
64 bytes from 10.0.0.2: icmp_seq=1202 ttl=64 time=0.331 ms
64 bytes from 10.0.0.2: icmp_seq=1203 ttl=64 time=0.383 ms
64 bytes from 10.0.0.2: icmp_seq=1204 ttl=64 time=0.175 ms
64 bytes from 10.0.0.2: icmp_seq=1205 ttl=64 time=1.21 ms
64 bytes from 10.0.0.2: icmp_seq=1206 ttl=64 time=0.567 ms
64 bytes from 10.0.0.2: icmp_seq=1207 ttl=64 time=0.137 ms
64 bytes from 10.0.0.2: icmp_seq=1208 ttl=64 time=0.615 ms
64 bytes from 10.0.0.2: icmp_seq=1209 ttl=64 time=0.169 ms
64 bytes from 10.0.0.2: icmp_seq=1210 ttl=64 time=0.392 ms
64 bytes from 10.0.0.2: icmp_seq=1211 ttl=64 time=0.160 ms
64 bytes from 10.0.0.2: icmp_seq=1212 ttl=64 time=0.223 ms
64 bytes from 10.0.0.2: icmp_seq=1213 ttl=64 time=0.436 ms
64 bytes from 10.0.0.2: icmp_seq=1214 ttl=64 time=0.459 ms
64 bytes from 10.0.0.2: icmp_seq=1215 ttl=64 time=0.316 ms
64 bytes from 10.0.0.2: icmp_seq=1216 ttl=64 time=0.180 ms
64 bytes from 10.0.0.2: icmp_seq=1217 ttl=64 time=0.490 ms
64 bytes from 10.0.0.2: icmp_seq=1218 ttl=64 time=0.349 ms
64 bytes from 10.0.0.2: icmp_seq=1219 ttl=64 time=0.100 ms
64 bytes from 10.0.0.2: icmp_seq=1220 ttl=64 time=0.507 ms
64 bytes from 10.0.0.2: icmp_seq=1221 ttl=64 time=0.877 ms
64 bytes from 10.0.0.2: icmp_seq=1222 ttl=64 time=0.140 ms
64 bytes from 10.0.0.2: icmp_seq=1223 ttl=64 time=0.420 ms
64 bytes from 10.0.0.2: icmp_seq=1224 ttl=64 time=0.356 ms
64 bytes from 10.0.0.2: icmp_seq=1225 ttl=64 time=0.324 ms
64 bytes from 10.0.0.2: icmp_seq=1226 ttl=64 time=0.235 ms
64 bytes from 10.0.0.2: icmp_seq=1227 ttl=64 time=0.261 ms
64 bytes from 10.0.0.2: icmp_seq=1228 ttl=64 time=1.07 ms
64 bytes from 10.0.0.2: icmp_seq=1229 ttl=64 time=0.464 ms
64 bytes from 10.0.0.2: icmp_seq=1230 ttl=64 time=0.350 ms
64 bytes from 10.0.0.2: icmp_seq=1231 ttl=64 time=0.362 ms
64 bytes from 10.0.0.2: icmp_seq=1232 ttl=64 time=0.079 ms
64 bytes from 10.0.0.2: icmp_seq=1233 ttl=64 time=0.353 ms
64 bytes from 10.0.0.2: icmp_seq=1234 ttl=64 time=0.673 ms
64 bytes from 10.0.0.2: icmp_seq=1235 ttl=64 time=0.383 ms
64 bytes from 10.0.0.2: icmp_seq=1236 ttl=64 time=0.145 ms
64 bytes from 10.0.0.2: icmp_seq=1237 ttl=64 time=0.395 ms
64 bytes from 10.0.0.2: icmp_seq=1238 ttl=64 time=2.53 ms
64 bytes from 10.0.0.2: icmp_seq=1239 ttl=64 time=0.227 ms
64 bytes from 10.0.0.2: icmp_seq=1240 ttl=64 time=0.314 ms
64 bytes from 10.0.0.2: icmp_seq=1241 ttl=64 time=0.219 ms
64 bytes from 10.0.0.2: icmp_seq=1242 ttl=64 time=0.102 ms
64 bytes from 10.0.0.2: icmp_seq=1243 ttl=64 time=0.370 ms
64 bytes from 10.0.0.2: icmp_seq=1244 ttl=64 time=0.515 ms
64 bytes from 10.0.0.2: icmp_seq=1245 ttl=64 time=0.131 ms
64 bytes from 10.0.0.2: icmp_seq=1246 ttl=64 time=0.222 ms
64 bytes from 10.0.0.2: icmp_seq=1247 ttl=64 time=0.228 ms
64 bytes from 10.0.0.2: icmp_seq=1248 ttl=64 time=0.227 ms
64 bytes from 10.0.0.2: icmp_seq=1249 ttl=64 time=0.447 ms
64 bytes from 10.0.0.2: icmp_seq=1250 ttl=64 time=0.260 ms
64 bytes from 10.0.0.2: icmp_seq=1251 ttl=64 time=0.757 ms
64 bytes from 10.0.0.2: icmp_seq=1252 ttl=64 time=0.127 ms
64 bytes from 10.0.0.2: icmp_seq=1253 ttl=64 time=0.482 ms
64 bytes from 10.0.0.2: icmp_seq=1254 ttl=64 time=0.194 ms
64 bytes from 10.0.0.2: icmp_seq=1255 ttl=64 time=0.266 ms
64 bytes from 10.0.0.2: icmp_seq=1256 ttl=64 time=0.103 ms
64 bytes from 10.0.0.2: icmp_seq=1257 ttl=64 time=0.165 ms
64 bytes from 10.0.0.2: icmp_seq=1258 ttl=64 time=0.362 ms
64 bytes from 10.0.0.2: icmp_seq=1259 ttl=64 time=0.298 ms
64 bytes from 10.0.0.2: icmp_seq=1260 ttl=64 time=0.356 ms
64 bytes from 10.0.0.2: icmp_seq=1261 ttl=64 time=0.355 ms
64 bytes from 10.0.0.2: icmp_seq=1262 ttl=64 time=0.154 ms
64 bytes from 10.0.0.2: icmp_seq=1263 ttl=64 time=0.242 ms
64 bytes from 10.0.0.2: icmp_seq=1264 ttl=64 time=0.264 ms
64 bytes from 10.0.0.2: icmp_seq=1265 ttl=64 time=0.256 ms
64 bytes from 10.0.0.2: icmp_seq=1266 ttl=64 time=2.27 ms
64 bytes from 10.0.0.2: icmp_seq=1267 ttl=64 time=0.285 ms
64 bytes from 10.0.0.2: icmp_seq=1268 ttl=64 time=0.341 ms
64 bytes from 10.0.0.2: icmp_seq=1269 ttl=64 time=0.417 ms
64 bytes from 10.0.0.2: icmp_seq=1270 ttl=64 time=0.377 ms
64 bytes from 10.0.0.2: icmp_seq=1271 ttl=64 time=0.345 ms
64 bytes from 10.0.0.2: icmp_seq=1272 ttl=64 time=0.142 ms
64 bytes from 10.0.0.2: icmp_seq=1273 ttl=64 time=0.221 ms
64 bytes from 10.0.0.2: icmp_seq=1274 ttl=64 time=0.244 ms
64 bytes from 10.0.0.2: icmp_seq=1275 ttl=64 time=0.200 ms
64 bytes from 10.0.0.2: icmp_seq=1276 ttl=64 time=0.920 ms
64 bytes from 10.0.0.2: icmp_seq=1277 ttl=64 time=0.169 ms
64 bytes from 10.0.0.2: icmp_seq=1278 ttl=64 time=0.175 ms
64 bytes from 10.0.0.2: icmp_seq=1279 ttl=64 time=0.186 ms
64 bytes from 10.0.0.2: icmp_seq=1280 ttl=64 time=0.330 ms
64 bytes from 10.0.0.2: icmp_seq=1281 ttl=64 time=0.250 ms
64 bytes from 10.0.0.2: icmp_seq=1282 ttl=64 time=0.137 ms
64 bytes from 10.0.0.2: icmp_seq=1283 ttl=64 time=0.118 ms
64 bytes from 10.0.0.2: icmp_seq=1284 ttl=64 time=0.250 ms
64 bytes from 10.0.0.2: icmp_seq=1285 ttl=64 time=0.130 ms
64 bytes from 10.0.0.2: icmp_seq=1286 ttl=64 time=0.262 ms
64 bytes from 10.0.0.2: icmp_seq=1287 ttl=64 time=0.456 ms
64 bytes from 10.0.0.2: icmp_seq=1288 ttl=64 time=0.189 ms
64 bytes from 10.0.0.2: icmp_seq=1289 ttl=64 time=0.237 ms
64 bytes from 10.0.0.2: icmp_seq=1290 ttl=64 time=0.304 ms
64 bytes from 10.0.0.2: icmp_seq=1291 ttl=64 time=0.263 ms
64 bytes from 10.0.0.2: icmp_seq=1292 ttl=64 time=0.165 ms
64 bytes from 10.0.0.2: icmp_seq=1293 ttl=64 time=0.325 ms
64 bytes from 10.0.0.2: icmp_seq=1294 ttl=64 time=2.21 ms
64 bytes from 10.0.0.2: icmp_seq=1295 ttl=64 time=0.412 ms
64 bytes from 10.0.0.2: icmp_seq=1296 ttl=64 time=0.527 ms
64 bytes from 10.0.0.2: icmp_seq=1297 ttl=64 time=0.478 ms
64 bytes from 10.0.0.2: icmp_seq=1298 ttl=64 time=0.295 ms
64 bytes from 10.0.0.2: icmp_seq=1299 ttl=64 time=0.282 ms
64 bytes from 10.0.0.2: icmp_seq=1300 ttl=64 time=0.456 ms
64 bytes from 10.0.0.2: icmp_seq=1301 ttl=64 time=0.333 ms
64 bytes from 10.0.0.2: icmp_seq=1302 ttl=64 time=0.141 ms
64 bytes from 10.0.0.2: icmp_seq=1303 ttl=64 time=0.248 ms
64 bytes from 10.0.0.2: icmp_seq=1304 ttl=64 time=0.379 ms
64 bytes from 10.0.0.2: icmp_seq=1305 ttl=64 time=0.131 ms
64 bytes from 10.0.0.2: icmp_seq=1306 ttl=64 time=0.190 ms
64 bytes from 10.0.0.2: icmp_seq=1307 ttl=64 time=0.602 ms
64 bytes from 10.0.0.2: icmp_seq=1308 ttl=64 time=0.317 ms
64 bytes from 10.0.0.2: icmp_seq=1309 ttl=64 time=0.406 ms
64 bytes from 10.0.0.2: icmp_seq=1310 ttl=64 time=0.511 ms
64 bytes from 10.0.0.2: icmp_seq=1311 ttl=64 time=0.135 ms
64 bytes from 10.0.0.2: icmp_seq=1312 ttl=64 time=0.512 ms
64 bytes from 10.0.0.2: icmp_seq=1313 ttl=64 time=0.131 ms
64 bytes from 10.0.0.2: icmp_seq=1314 ttl=64 time=0.366 ms
64 bytes from 10.0.0.2: icmp_seq=1315 ttl=64 time=0.449 ms
64 bytes from 10.0.0.2: icmp_seq=1316 ttl=64 time=0.344 ms
64 bytes from 10.0.0.2: icmp_seq=1317 ttl=64 time=0.231 ms
64 bytes from 10.0.0.2: icmp_seq=1318 ttl=64 time=0.305 ms
64 bytes from 10.0.0.2: icmp_seq=1319 ttl=64 time=0.240 ms
64 bytes from 10.0.0.2: icmp_seq=1320 ttl=64 time=0.230 ms
64 bytes from 10.0.0.2: icmp_seq=1321 ttl=64 time=0.343 ms
64 bytes from 10.0.0.2: icmp_seq=1322 ttl=64 time=0.351 ms
64 bytes from 10.0.0.2: icmp_seq=1323 ttl=64 time=0.209 ms
64 bytes from 10.0.0.2: icmp_seq=1324 ttl=64 time=0.126 ms
64 bytes from 10.0.0.2: icmp_seq=1325 ttl=64 time=0.626 ms
64 bytes from 10.0.0.2: icmp_seq=1326 ttl=64 time=0.408 ms
64 bytes from 10.0.0.2: icmp_seq=1327 ttl=64 time=0.488 ms
64 bytes from 10.0.0.2: icmp_seq=1328 ttl=64 time=0.361 ms
64 bytes from 10.0.0.2: icmp_seq=1329 ttl=64 time=0.468 ms
64 bytes from 10.0.0.2: icmp_seq=1330 ttl=64 time=0.181 ms
64 bytes from 10.0.0.2: icmp_seq=1331 ttl=64 time=0.397 ms
64 bytes from 10.0.0.2: icmp_seq=1332 ttl=64 time=0.316 ms
64 bytes from 10.0.0.2: icmp_seq=1333 ttl=64 time=0.129 ms
64 bytes from 10.0.0.2: icmp_seq=1334 ttl=64 time=0.371 ms
64 bytes from 10.0.0.2: icmp_seq=1335 ttl=64 time=1.28 ms
64 bytes from 10.0.0.2: icmp_seq=1336 ttl=64 time=0.371 ms
64 bytes from 10.0.0.2: icmp_seq=1337 ttl=64 time=0.245 ms
64 bytes from 10.0.0.2: icmp_seq=1338 ttl=64 time=0.408 ms
64 bytes from 10.0.0.2: icmp_seq=1339 ttl=64 time=0.447 ms
64 bytes from 10.0.0.2: icmp_seq=1340 ttl=64 time=0.136 ms
64 bytes from 10.0.0.2: icmp_seq=1341 ttl=64 time=0.246 ms
64 bytes from 10.0.0.2: icmp_seq=1342 ttl=64 time=0.141 ms
64 bytes from 10.0.0.2: icmp_seq=1343 ttl=64 time=0.200 ms
64 bytes from 10.0.0.2: icmp_seq=1344 ttl=64 time=0.172 ms
64 bytes from 10.0.0.2: icmp_seq=1345 ttl=64 time=0.249 ms
64 bytes from 10.0.0.2: icmp_seq=1346 ttl=64 time=0.182 ms
64 bytes from 10.0.0.2: icmp_seq=1347 ttl=64 time=0.288 ms
64 bytes from 10.0.0.2: icmp_seq=1348 ttl=64 time=8.28 ms
64 bytes from 10.0.0.2: icmp_seq=1349 ttl=64 time=0.155 ms
64 bytes from 10.0.0.2: icmp_seq=1350 ttl=64 time=0.388 ms
64 bytes from 10.0.0.2: icmp_seq=1351 ttl=64 time=0.266 ms
64 bytes from 10.0.0.2: icmp_seq=1352 ttl=64 time=0.236 ms
64 bytes from 10.0.0.2: icmp_seq=1353 ttl=64 time=0.163 ms
64 bytes from 10.0.0.2: icmp_seq=1354 ttl=64 time=0.262 ms
64 bytes from 10.0.0.2: icmp_seq=1355 ttl=64 time=0.249 ms
64 bytes from 10.0.0.2: icmp_seq=1356 ttl=64 time=0.251 ms
64 bytes from 10.0.0.2: icmp_seq=1357 ttl=64 time=0.379 ms
64 bytes from 10.0.0.2: icmp_seq=1358 ttl=64 time=0.257 ms
64 bytes from 10.0.0.2: icmp_seq=1359 ttl=64 time=1.35 ms
64 bytes from 10.0.0.2: icmp_seq=1360 ttl=64 time=0.491 ms
64 bytes from 10.0.0.2: icmp_seq=1361 ttl=64 time=0.546 ms
64 bytes from 10.0.0.2: icmp_seq=1362 ttl=64 time=0.240 ms
64 bytes from 10.0.0.2: icmp_seq=1363 ttl=64 time=0.119 ms
64 bytes from 10.0.0.2: icmp_seq=1364 ttl=64 time=4.73 ms
64 bytes from 10.0.0.2: icmp_seq=1365 ttl=64 time=0.179 ms
64 bytes from 10.0.0.2: icmp_seq=1366 ttl=64 time=0.390 ms
64 bytes from 10.0.0.2: icmp_seq=1367 ttl=64 time=0.222 ms
64 bytes from 10.0.0.2: icmp_seq=1368 ttl=64 time=0.170 ms
64 bytes from 10.0.0.2: icmp_seq=1369 ttl=64 time=0.309 ms
64 bytes from 10.0.0.2: icmp_seq=1370 ttl=64 time=0.341 ms
64 bytes from 10.0.0.2: icmp_seq=1371 ttl=64 time=0.387 ms
64 bytes from 10.0.0.2: icmp_seq=1372 ttl=64 time=0.332 ms
64 bytes from 10.0.0.2: icmp_seq=1373 ttl=64 time=0.577 ms
64 bytes from 10.0.0.2: icmp_seq=1374 ttl=64 time=0.138 ms
64 bytes from 10.0.0.2: icmp_seq=1375 ttl=64 time=1.05 ms
64 bytes from 10.0.0.2: icmp_seq=1376 ttl=64 time=0.137 ms
64 bytes from 10.0.0.2: icmp_seq=1377 ttl=64 time=0.343 ms
64 bytes from 10.0.0.2: icmp_seq=1378 ttl=64 time=0.145 ms
64 bytes from 10.0.0.2: icmp_seq=1379 ttl=64 time=0.525 ms
64 bytes from 10.0.0.2: icmp_seq=1380 ttl=64 time=0.379 ms
64 bytes from 10.0.0.2: icmp_seq=1381 ttl=64 time=0.371 ms
64 bytes from 10.0.0.2: icmp_seq=1382 ttl=64 time=0.345 ms
64 bytes from 10.0.0.2: icmp_seq=1383 ttl=64 time=0.594 ms
64 bytes from 10.0.0.2: icmp_seq=1384 ttl=64 time=0.136 ms
64 bytes from 10.0.0.2: icmp_seq=1385 ttl=64 time=0.359 ms
64 bytes from 10.0.0.2: icmp_seq=1386 ttl=64 time=1.15 ms
64 bytes from 10.0.0.2: icmp_seq=1387 ttl=64 time=0.189 ms
64 bytes from 10.0.0.2: icmp_seq=1388 ttl=64 time=0.431 ms
64 bytes from 10.0.0.2: icmp_seq=1389 ttl=64 time=0.129 ms
64 bytes from 10.0.0.2: icmp_seq=1390 ttl=64 time=0.347 ms
64 bytes from 10.0.0.2: icmp_seq=1391 ttl=64 time=0.228 ms
64 bytes from 10.0.0.2: icmp_seq=1392 ttl=64 time=0.229 ms
64 bytes from 10.0.0.2: icmp_seq=1393 ttl=64 time=0.194 ms
64 bytes from 10.0.0.2: icmp_seq=1394 ttl=64 time=0.276 ms
64 bytes from 10.0.0.2: icmp_seq=1395 ttl=64 time=0.410 ms
64 bytes from 10.0.0.2: icmp_seq=1396 ttl=64 time=0.130 ms
64 bytes from 10.0.0.2: icmp_seq=1397 ttl=64 time=0.177 ms
64 bytes from 10.0.0.2: icmp_seq=1398 ttl=64 time=0.179 ms
64 bytes from 10.0.0.2: icmp_seq=1399 ttl=64 time=0.094 ms
64 bytes from 10.0.0.2: icmp_seq=1400 ttl=64 time=0.099 ms
64 bytes from 10.0.0.2: icmp_seq=1401 ttl=64 time=0.358 ms
64 bytes from 10.0.0.2: icmp_seq=1402 ttl=64 time=0.376 ms
64 bytes from 10.0.0.2: icmp_seq=1403 ttl=64 time=0.358 ms
64 bytes from 10.0.0.2: icmp_seq=1404 ttl=64 time=0.134 ms
64 bytes from 10.0.0.2: icmp_seq=1405 ttl=64 time=0.260 ms
64 bytes from 10.0.0.2: icmp_seq=1406 ttl=64 time=0.187 ms
64 bytes from 10.0.0.2: icmp_seq=1407 ttl=64 time=0.364 ms
64 bytes from 10.0.0.2: icmp_seq=1408 ttl=64 time=0.568 ms
64 bytes from 10.0.0.2: icmp_seq=1409 ttl=64 time=0.228 ms
64 bytes from 10.0.0.2: icmp_seq=1410 ttl=64 time=0.279 ms
64 bytes from 10.0.0.2: icmp_seq=1411 ttl=64 time=0.194 ms
64 bytes from 10.0.0.2: icmp_seq=1412 ttl=64 time=0.237 ms
64 bytes from 10.0.0.2: icmp_seq=1413 ttl=64 time=0.263 ms
64 bytes from 10.0.0.2: icmp_seq=1414 ttl=64 time=0.179 ms
64 bytes from 10.0.0.2: icmp_seq=1415 ttl=64 time=0.161 ms
64 bytes from 10.0.0.2: icmp_seq=1416 ttl=64 time=0.113 ms
64 bytes from 10.0.0.2: icmp_seq=1417 ttl=64 time=0.391 ms
64 bytes from 10.0.0.2: icmp_seq=1418 ttl=64 time=0.412 ms
64 bytes from 10.0.0.2: icmp_seq=1419 ttl=64 time=0.238 ms
64 bytes from 10.0.0.2: icmp_seq=1420 ttl=64 time=0.235 ms
64 bytes from 10.0.0.2: icmp_seq=1421 ttl=64 time=0.313 ms
64 bytes from 10.0.0.2: icmp_seq=1422 ttl=64 time=0.338 ms
64 bytes from 10.0.0.2: icmp_seq=1423 ttl=64 time=0.238 ms
64 bytes from 10.0.0.2: icmp_seq=1424 ttl=64 time=0.236 ms
64 bytes from 10.0.0.2: icmp_seq=1425 ttl=64 time=0.144 ms
64 bytes from 10.0.0.2: icmp_seq=1426 ttl=64 time=0.365 ms
64 bytes from 10.0.0.2: icmp_seq=1427 ttl=64 time=0.842 ms
64 bytes from 10.0.0.2: icmp_seq=1428 ttl=64 time=0.174 ms
64 bytes from 10.0.0.2: icmp_seq=1429 ttl=64 time=0.508 ms
64 bytes from 10.0.0.2: icmp_seq=1430 ttl=64 time=3.70 ms
64 bytes from 10.0.0.2: icmp_seq=1431 ttl=64 time=0.331 ms
64 bytes from 10.0.0.2: icmp_seq=1432 ttl=64 time=11.1 ms
64 bytes from 10.0.0.2: icmp_seq=1433 ttl=64 time=0.381 ms
64 bytes from 10.0.0.2: icmp_seq=1434 ttl=64 time=1.76 ms
64 bytes from 10.0.0.2: icmp_seq=1435 ttl=64 time=2.89 ms
64 bytes from 10.0.0.2: icmp_seq=1436 ttl=64 time=0.403 ms
64 bytes from 10.0.0.2: icmp_seq=1437 ttl=64 time=7.92 ms
64 bytes from 10.0.0.2: icmp_seq=1438 ttl=64 time=2.85 ms
64 bytes from 10.0.0.2: icmp_seq=1439 ttl=64 time=2.64 ms
64 bytes from 10.0.0.2: icmp_seq=1440 ttl=64 time=1.23 ms
64 bytes from 10.0.0.2: icmp_seq=1441 ttl=64 time=4.06 ms
64 bytes from 10.0.0.2: icmp_seq=1442 ttl=64 time=0.583 ms
64 bytes from 10.0.0.2: icmp_seq=1443 ttl=64 time=4.90 ms
64 bytes from 10.0.0.2: icmp_seq=1444 ttl=64 time=1.75 ms
64 bytes from 10.0.0.2: icmp_seq=1445 ttl=64 time=7.78 ms
64 bytes from 10.0.0.2: icmp_seq=1446 ttl=64 time=0.322 ms
64 bytes from 10.0.0.2: icmp_seq=1447 ttl=64 time=4.77 ms
64 bytes from 10.0.0.2: icmp_seq=1448 ttl=64 time=9.89 ms
64 bytes from 10.0.0.2: icmp_seq=1449 ttl=64 time=4.55 ms
64 bytes from 10.0.0.2: icmp_seq=1450 ttl=64 time=1.87 ms
64 bytes from 10.0.0.2: icmp_seq=1451 ttl=64 time=0.194 ms
64 bytes from 10.0.0.2: icmp_seq=1452 ttl=64 time=0.594 ms
64 bytes from 10.0.0.2: icmp_seq=1453 ttl=64 time=3.56 ms
64 bytes from 10.0.0.2: icmp_seq=1454 ttl=64 time=0.971 ms
64 bytes from 10.0.0.2: icmp_seq=1455 ttl=64 time=0.388 ms
64 bytes from 10.0.0.2: icmp_seq=1456 ttl=64 time=1.23 ms
64 bytes from 10.0.0.2: icmp_seq=1457 ttl=64 time=8.00 ms
64 bytes from 10.0.0.2: icmp_seq=1458 ttl=64 time=2.60 ms
